uid,register_date,login_duration,login_days,login_count,churn_or_not,pay_in_may,pay_to_may,level
223772923000180,2/27/18,335.069,1,1,0,0.00 ,0.00 ,17
455683840000180,2/28/18,6187.946,1,11,0,144.75 ,334.27 ,22
96118148000180,2/27/18,1084.006,1,2,0,0.00 ,0.00 ,17
276602172000180,2/27/18,593.964,1,2,0,0.00 ,0.00 ,15
333524667000180,2/27/18,7624.245,1,2,0,2434.52 ,3610.642,28
570603410000180,2/28/18,1250.987,1,2,0,144.781,468.538,20
115853981000172,2/15/18,6057.673,2,10,0,66.465,172.081,24
154295724000172,2/16/18,10531.205,1,4,0,0.00 ,0.00 ,21
182687988000173,2/17/18,2069.781,1,1,0,13.993,60.151,21
190403502000159,2/1/18,7810.115,1,6,0,0.00 ,0.00 ,20
194279557000172,2/16/18,509.029,1,1,0,79.023,155.953,19
198477730000172,2/16/18,2620.433,1,1,0,0.00 ,812.994,20
198795877000172,2/16/18,2791.333,2,2,0,203.602,691.222,21
210865681000159,2/1/18,59.513,1,1,0,1.386,1.386,17
217255335000159,2/1/18,1500.803,1,1,0,815.857,1691.809,24
233037694000159,2/1/18,14800.925,2,8,0,11589.389,15166.851,30
24506113000172,2/15/18,18199.288,2,32,0,703.892,3773.812,30
274144012000159,2/1/18,8815.056,1,6,0,59.472,143.409,20
400486618000172,2/16/18,6741.424,1,13,0,18.179,477.813,23
41533455000166,2/8/18,8648.921,1,4,0,53.151,137.095,19
458787924000172,2/16/18,2835.8,1,5,0,45.465,903.210,24
459270417000172,2/16/18,618.706,1,1,0,0.00 ,0.00 ,22
47287221000172,2/15/18,10910.68,2,9,0,0.00 ,77.658,20
484244773000172,2/16/18,2492.913,1,2,0,18.186,18.186,21
486327486000172,2/16/18,1417.693,1,3,0,0.00 ,116.088,21
542525400000159,2/1/18,2277.397,1,2,0,0.00 ,195.839,23
549531580000172,2/16/18,2842.387,1,1,0,2433.123,9028.768,30
564185661000172,2/16/18,5255.036,1,3,0,8.372,76.895,20
595009988000172,2/16/18,214.531,1,1,0,1.386,1.386,19
600591407000172,2/16/18,1558.293,1,1,0,147.644,917.329,22
600917196000171,2/15/18,9364.826,2,6,0,49.672,917.182,25
608210661000172,2/17/18,14406.803,1,10,0,1901.893,5952.107,28
609137466000172,2/17/18,10669.83,2,25,0,250.411,556.857,24
64737964000173,2/17/18,1516.222,1,6,0,0.00 ,0.00 ,21
7176193000172,2/15/18,4440.011,1,1,0,526.113,3061.093,26
79546227000172,2/15/18,1129.841,1,3,0,1.386,15.358,18
80752270000173,2/17/18,1067.014,1,1,0,0.00 ,0.00 ,20
977639000172,2/15/18,1460.204,1,3,0,0.00 ,0.00 ,17
99156757000172,2/15/18,2280.204,1,1,0,158.046,385.420,21
101294422000169,2/11/18,749.72,1,2,0,6.930,55.902,20
10218588000169,2/11/18,4205.145,2,13,0,27.986,209.902,22
12660063000168,2/10/18,10232.466,1,6,0,170.576,560.168,24
143430567000168,2/11/18,1731.432,2,3,0,9.765,1182.335,27
149270113000169,2/12/18,3401.84,1,1,0,1109.276,2659.370,25
155173014000169,2/12/18,1909.252,1,2,0,69.958,1220.205,23
156865571000168,2/11/18,1021.645,1,1,0,4.186,14.672,20
163659620000169,2/12/18,4733.197,1,4,0,430.157,1562.099,23
163670065000168,2/11/18,17688.153,1,26,0,38.479,265.832,22
194378411000168,2/11/18,22281.36,2,24,0,546.357,1698.697,26
22121333000169,2/11/18,6267.496,1,8,0,0.00 ,10.486,21
225119161000169,2/12/18,9480.296,1,12,0,717.570,924.574,21
225782011000168,2/11/18,3494.659,1,1,0,0.00 ,0.00 ,18
232898610000168,2/11/18,1682.644,1,1,0,0.00 ,0.00 ,18
237476388000165,2/7/18,1953.369,1,4,0,0.693,18.186,19
238415671000169,2/12/18,7159.415,1,2,0,300.097,331.569,18
242858878000169,2/12/18,3902.317,1,9,0,20.986,45.465,22
266520101000168,2/11/18,8519.856,2,2,0,689.864,2674.315,26
279997576000169,2/12/18,8873.208,1,3,0,1501.514,3888.192,30
283808009000165,2/7/18,1778.601,1,2,0,0.00 ,0.00 ,20
29274212000168,2/10/18,6551.308,1,3,0,134.995,460.306,22
300889645000171,2/15/18,13930.57,1,23,0,1801.639,7109.550,30
308890368000165,2/7/18,5292.956,1,1,0,137.816,859.761,26
310737309000167,2/10/18,1923.881,1,1,0,0.00 ,11.179,19
310904477000168,2/11/18,4244.129,2,4,0,6.930,535.241,22
31449593000165,2/7/18,5120.664,2,7,0,0.00 ,0.00 ,18
354051340000165,2/7/18,1737.562,1,1,0,34.244,160.839,21
408026533000164,2/6/18,2400.684,1,8,0,0.00 ,3.493,20
409335106000180,2/28/18,82.662,1,1,0,0.00 ,31.465,17
436275167000165,2/8/18,4852.619,2,4,0,748.832,1698.445,22
49045806000168,2/10/18,16672.989,2,11,0,59.472,125.937,22
507582722000169,2/12/18,5922.433,1,4,0,594.832,1855.658,29
516427233000168,2/11/18,7827.895,1,5,0,46.158,193.067,20
519696642000168,2/11/18,234.101,1,1,0,0.00 ,279.790,23
53043884000169,2/11/18,439.948,1,1,0,219.618,528.724,23
530818027000168,2/11/18,6418.192,1,3,0,97.923,230.846,20
546558289000168,2/11/18,11942.425,2,9,0,5.572,94.346,21
559609034000169,2/12/18,1087.607,1,2,0,181.853,697.466,22
565028410000168,2/11/18,9368.494,1,10,0,274.883,439.243,22
573608490000169,2/12/18,290.908,1,1,0,15.379,29.358,22
577687499000168,2/11/18,3138.243,1,2,0,0.00 ,158.088,22
581493146000169,2/12/18,4907.335,1,3,0,0.00 ,0.00 ,20
58211981000168,2/10/18,20372.736,1,22,0,0.00 ,0.00 ,20
587551900000168,2/11/18,6010.299,2,2,0,0.693,0.693,17
591871430000169,2/12/18,8318.555,2,5,0,674.471,1553.272,23
59697140000172,2/15/18,9028.568,1,10,1,0.00 ,0.00 ,17
598347939000169,2/12/18,6063.674,3,8,0,473.011,822.808,23
605260423000167,2/10/18,8091.463,2,9,0,143.430,982.905,25
615125555000169,2/13/18,7710.146,1,15,0,248.409,602.364,22
70691719000169,2/11/18,1589.75,1,2,0,0.00 ,272.776,22
83162149000169,2/11/18,667.034,1,1,0,207.032,231.497,18
89675187000169,2/11/18,2589.699,1,3,0,193.095,662.515,22
9060878000169,2/11/18,8743.991,1,9,0,241.339,433.727,23
96803421000169,2/11/18,24998.687,2,5,0,953.120,2440.557,27
196139949000172,2/16/18,11357.073,2,7,0,92.288,153.811,19
198795877000172,2/16/18,10791.177,1,3,0,203.602,691.222,21
210865681000159,2/1/18,71.364,1,1,0,1.386,1.386,17
233037694000159,2/1/18,3698.161,1,1,0,11589.389,15166.851,30
24506113000172,2/15/18,6210.939,2,10,0,703.892,3773.812,30
274144012000159,2/1/18,4440.413,1,4,0,59.472,143.409,20
400486618000172,2/16/18,2306.306,1,3,0,18.179,477.813,23
484244773000172,2/16/18,3840.309,1,3,0,18.186,18.186,21
486327486000172,2/16/18,1542.952,1,5,0,0.00 ,116.088,21
49685532000172,2/15/18,2493.72,1,2,0,34.258,80.430,22
549531580000172,2/16/18,14686.462,2,9,0,2433.123,9028.768,30
564185661000172,2/16/18,3974.424,1,3,0,8.372,76.895,20
574051092000172,2/16/18,8170.823,1,8,0,414.113,1842.841,25
574328559000172,2/16/18,31070.874,2,14,0,402.241,850.570,22
600917196000171,2/15/18,4160.134,1,2,0,49.672,917.182,25
608210661000172,2/17/18,11034.446,2,18,0,1901.893,5952.107,28
7176193000172,2/15/18,1796.255,1,1,0,526.113,3061.093,26
103599970000172,2/15/18,6294.338,1,7,0,0.00 ,0.00 ,19
115853981000172,2/15/18,2084.724,1,2,0,66.465,172.081,24
182687988000173,2/17/18,4252.447,1,3,0,13.993,60.151,21
198795877000172,2/16/18,2409.422,2,5,0,203.602,691.222,21
210865681000159,2/1/18,313.538,2,2,0,1.386,1.386,17
217255335000159,2/1/18,1082.188,1,1,0,815.857,1691.809,24
233037694000159,2/1/18,3290.184,1,1,0,11589.389,15166.851,30
24506113000172,2/15/18,385.069,1,3,0,703.892,3773.812,30
274144012000159,2/1/18,859.028,1,1,0,59.472,143.409,20
354587945000172,2/16/18,6132.479,1,9,0,363.055,1508.283,26
458787924000172,2/16/18,4463.423,2,4,0,45.465,903.210,24
549531580000172,2/16/18,8826.25,1,4,0,2433.123,9028.768,30
574051092000172,2/16/18,959.475,1,2,0,414.113,1842.841,25
595009988000172,2/16/18,92.491,1,1,0,1.386,1.386,19
646403059000159,2/1/18,2061.654,1,1,0,0.00 ,0.00 ,23
333524667000180,2/27/18,5204.814,2,3,0,2434.523,3610.642,28
96118148000180,2/27/18,1573.197,1,3,0,0.00 ,0.00 ,17
101095426000175,2/19/18,644.89,1,3,0,484.218,1237.915,26
102092867000162,2/4/18,8670.038,1,6,0,0.693,0.693,21
108290159000177,2/22/18,4671.327,2,13,0,789.033,6130.705,30
1685885000163,2/4/18,1170.939,1,1,0,433.762,5513.165,30
180282563000177,2/22/18,7013.435,1,12,0,136.423,479.241,23
193254942000162,2/4/18,3747.843,2,2,0,0.00 ,0.00 ,17
228037636000166,2/8/18,507.019,1,1,0,0.00 ,0.00 ,21
247956963000166,2/9/18,10238.659,2,7,0,189.532,479.815,20
251439117000166,2/9/18,2794.023,1,4,0,27.965,409.892,22
256385325000166,2/9/18,2794.564,1,3,0,304.409,2369.479,27
307164268000177,2/23/18,2111.401,1,3,0,116.823,277.683,19
307465756000177,2/23/18,5816.354,1,2,0,17.493,38.479,19
307580783000166,2/9/18,1335.187,1,3,0,0.00 ,66.444,19
321458000000166,2/9/18,1020.976,1,1,0,0.693,252.567,21
373641000162,2/3/18,3666.429,1,2,0,6459.789,32285.694,30
400835201000162,2/4/18,1542.334,1,1,0,524.748,881.538,23
429015917000177,2/23/18,4549.613,1,2,0,13.993,171.395,21
429365511000162,2/4/18,3246.165,2,2,0,902.510,3881.087,26
479244435000177,2/23/18,10800.425,1,1,0,199.360,311.983,24
507801051000161,2/3/18,1842.566,1,1,0,20.986,176.232,21
536428948000162,2/4/18,2073.012,1,7,0,18.865,95.816,18
544898132000177,2/23/18,9497.537,2,41,0,542.367,2239.293,26
571259056000162,2/4/18,9601.584,2,7,0,136.430,763.231,26
577414429000162,2/4/18,1520.844,1,2,0,1276.142,5049.499,26
613998276000162,2/4/18,7153.145,1,5,0,42.574,138.383,22
616319749000177,2/24/18,8575.3,1,9,0,1208.459,2749.068,23
633019837000162,2/4/18,3805.421,1,6,0,211.981,670.873,26
637800264000162,2/4/18,2449.583,2,8,0,17.493,53.172,20
659452030000161,2/3/18,512.449,1,1,0,6.993,237.888,19
78503908000162,2/4/18,4972.955,2,4,0,3370.906,13649.328,30
82695673000166,2/8/18,3587.01,1,1,0,1340.213,5298.510,27
86097718000173,2/17/18,5957.791,2,2,0,822.171,3793.888,28
115853981000172,2/15/18,2162.137,1,1,0,66.465,172.081,24
154295724000172,2/16/18,1296.447,1,3,0,0.00 ,0.00 ,21
164965910000166,2/8/18,19602.7,2,4,0,0.00 ,0.00 ,15
182687988000173,2/17/18,145.653,1,1,0,13.993,60.151,21
187282433000159,2/1/18,5884.196,2,7,0,0.00 ,0.00 ,13
196139949000172,2/16/18,1884.832,1,2,0,92.288,153.811,19
198477730000172,2/16/18,4343.754,1,2,0,0.00 ,812.994,20
223772923000180,2/27/18,1294.579,1,2,0,0.00 ,0.00 ,17
24506113000172,2/15/18,4730.48,1,6,0,703.892,3773.812,30
314084284000180,2/27/18,6386.82,1,13,0,78.295,134.932,19
354587945000172,2/16/18,578.487,1,2,0,363.055,1508.283,26
370985118000172,2/16/18,2639.11,1,2,0,207.074,458.178,20
394413126000172,2/16/18,10798.962,1,2,0,398.839,1280.377,24
400486618000172,2/16/18,3154.564,2,7,0,18.179,477.813,23
403220849000172,2/16/18,6083.946,1,10,0,34.972,125.902,18
481454004000172,2/16/18,3272.07,1,1,0,0.00 ,98.637,19
494709777000176,2/22/18,66.653,1,1,0,0.00 ,0.00 ,17
572704605000172,2/16/18,250.382,1,2,0,4.879,20.237,17
574051092000172,2/16/18,3288.581,1,3,0,414.113,1842.841,25
608210661000172,2/17/18,1556.807,1,1,0,1901.893,5952.107,28
609137466000172,2/17/18,10919.809,2,7,0,250.411,556.857,24
7176193000172,2/15/18,4690.013,1,1,0,526.113,3061.093,26
77331618000172,2/15/18,6584.241,1,7,0,328.895,4024.629,23
977639000172,2/15/18,3425.139,1,8,0,0.00 ,0.00 ,17
99156757000172,2/15/18,1822.892,1,1,0,158.046,385.420,21
105327034000160,2/1/18,1603.228,1,3,0,0.00 ,0.00 ,17
141637809000160,2/2/18,6982.103,1,9,0,31.486,132.902,20
146302879000160,2/2/18,314.656,1,2,0,0.00 ,0.00 ,20
14645141000168,2/10/18,331.665,1,1,0,0.00 ,0.00 ,10
149355492000160,2/2/18,6405.862,1,3,0,120.330,470.155,22
166383706000173,2/17/18,1661.929,1,1,0,0.693,0.693,21
197785624000176,2/21/18,646.711,1,1,0,0.00 ,0.00 ,15
19865856000160,2/1/18,7566.358,1,6,0,356.888,962.073,26
233037694000159,2/1/18,185.983,1,1,0,11589.389,15166.851,30
293140288000160,2/2/18,5338.915,1,6,0,1812.937,7549.528,30
308033492000173,2/17/18,1287.55,1,1,0,384.860,1585.101,24
31432276000173,2/17/18,7125.378,1,3,0,3031.630,11566.415,30
34938884000176,2/20/18,338.079,1,1,0,27.979,174.909,19
350734195000160,2/2/18,21375.269,2,16,0,0.00 ,0.00 ,22
383737265000173,2/17/18,6606.435,1,2,0,186.739,386.792,20
386852121000173,2/17/18,3879.956,1,2,0,1476.573,2253.104,25
388689157000173,2/17/18,243.397,1,1,0,122.332,350.378,26
410799299000164,2/6/18,621.8,1,1,0,0.00 ,0.00 ,18
418547653000173,2/17/18,3118.748,1,1,0,1806.602,3756.767,30
448151463000173,2/17/18,1099.816,1,5,0,13.993,59.458,18
466953886000164,2/7/18,3946.555,1,3,0,0.00 ,0.00 ,23
48604454000160,2/1/18,1898.493,1,2,0,679.280,1272.474,21
492437831000160,2/2/18,3301.949,1,15,0,1190.021,3270.680,30
517601355000160,2/2/18,3447.398,2,10,0,0.00 ,0.00 ,19
530589388000160,2/2/18,6021.539,1,5,0,986.342,4623.458,29
550927613000160,2/2/18,10122.825,1,12,0,587.622,714.231,26
555702109000164,2/7/18,2897.276,1,4,0,0.00 ,0.00 ,22
564486417000164,2/7/18,2291.054,2,4,0,0.00 ,0.693,24
574358517000175,2/20/18,2381.403,1,4,0,111.951,228.046,24
594684305000173,2/18/18,11924.261,2,9,0,1749.223,5836.250,30
59864692000160,2/1/18,1938.55,1,1,0,20.986,630.910,22
606000208000173,2/18/18,6506.103,1,8,0,27.930,34.923,18
608872395000160,2/2/18,7398.108,1,6,0,321.860,1082.270,22
610126522000173,2/18/18,4844.452,2,6,0,815.766,4143.251,30
617084806000160,2/2/18,1423.511,1,2,0,741.895,1667.078,22
620210310000160,2/2/18,3579.646,1,8,0,9.072,13.951,20
66415442000160,2/1/18,6994.177,1,13,0,308.504,2477.664,26
665816566000159,2/1/18,614.941,1,2,0,13.993,13.993,19
79883339000173,2/17/18,1873.354,1,7,0,102.781,244.783,20
10174730000162,2/4/18,3983.542,2,12,0,3.493,31.472,20
102092867000162,2/4/18,10641.28,1,3,0,0.693,0.693,21
103473723000166,2/8/18,855.625,2,2,0,0.00 ,0.00 ,17
108290159000177,2/22/18,4169.85,2,10,0,789.033,6130.705,30
126180559000162,2/4/18,4187.301,1,3,0,423.255,1446.011,23
128311313000162,2/4/18,10011.676,2,8,0,45.479,125.944,22
139306806000162,2/4/18,1733.974,1,1,0,52.465,743.022,22
146813287000172,2/16/18,4209.525,1,4,0,0.00 ,3093.153,27
164965910000166,2/8/18,7223.639,1,3,0,0.00 ,0.00 ,15
1685885000163,2/4/18,3335.047,1,4,0,433.762,5513.165,30
179010933000177,2/22/18,9823.001,1,5,0,332.318,1207.507,25
182687988000173,2/17/18,1305.658,2,2,0,13.993,60.151,21
198795877000172,2/16/18,3690.579,2,3,0,203.602,691.222,21
225918758000162,2/4/18,3533.837,2,10,0,48.986,81.144,20
24506113000172,2/15/18,358.652,1,1,0,703.892,3773.812,30
247956963000166,2/9/18,2896.911,1,2,0,189.532,479.815,20
256385325000166,2/9/18,1281.403,1,1,0,304.409,2369.479,27
284836189000177,2/23/18,15000.02,2,20,0,63.581,96.439,17
299561343000177,2/23/18,5842.13,1,2,0,76.209,276.920,22
349913392000177,2/23/18,1798.359,1,3,0,90.937,171.388,21
373641000162,2/3/18,23166.081,2,11,0,6459.789,32285.694,30
400835201000162,2/4/18,578.37,1,1,0,524.748,881.538,23
429365511000162,2/4/18,16764.632,2,11,0,902.510,3881.087,26
459270417000172,2/16/18,2241.069,2,2,0,0.00 ,0.00 ,22
479244435000177,2/23/18,19348.254,2,13,0,199.360,311.983,24
493005806000177,2/23/18,5198.674,1,14,0,0.00 ,146.923,21
510822859000161,2/3/18,10800.949,1,1,0,35.665,500.829,24
536867702000177,2/23/18,28118.619,2,24,0,178.997,327.964,23
546961212000177,2/23/18,7698.937,1,2,0,13.993,32.165,19
571259056000162,2/4/18,9247.334,1,2,0,136.430,763.231,26
574192545000166,2/9/18,719.217,1,1,0,69.958,528.101,25
574328559000172,2/16/18,25417.866,2,23,0,402.241,850.570,22
577414429000162,2/4/18,14725.039,1,16,0,1276.142,5049.499,26
581211698000166,2/9/18,4941.972,1,9,0,0.00 ,0.00 ,19
616319749000177,2/24/18,7926.015,1,5,0,1208.459,2749.068,23
618691426000177,2/24/18,10499.753,1,7,0,83.944,367.906,20
633019837000162,2/4/18,4007.516,2,4,0,211.981,670.873,26
646157879000162,2/4/18,1502.034,1,3,0,444.318,2215.164,26
648200275000162,2/4/18,4143.305,1,4,0,144.130,1340.556,26
78503908000162,2/4/18,1806.833,2,3,0,3370.906,13649.328,30
82695673000166,2/8/18,3095.613,1,2,0,1340.213,5298.510,27
86097718000173,2/17/18,1379.215,1,1,0,822.171,3793.888,28
99156757000172,2/15/18,2915.404,1,1,0,158.046,385.420,21
115261915000171,2/14/18,2911.249,1,1,0,1.386,8.372,18
16113614000164,2/6/18,4403.072,1,6,0,102.816,735.945,21
166383706000173,2/17/18,2086.819,1,2,0,0.693,0.693,21
185775079000175,2/19/18,29296.683,2,24,0,153.860,235.690,23
195825304000171,2/14/18,10017.505,2,15,0,0.00 ,90.951,21
196580254000164,2/6/18,2990.691,1,4,0,31.486,304.325,22
204554429000173,2/17/18,370.139,1,1,0,238.546,3149.482,27
204675737000164,2/6/18,6973.402,1,8,0,37.037,86.674,20
208420001000175,2/19/18,8118.907,2,9,0,254.583,756.910,23
214338046000175,2/19/18,9256.757,1,6,0,400.841,1242.332,24
223772923000180,2/27/18,1629.092,1,3,0,0.00 ,0.00 ,17
235867694000164,2/6/18,4983.374,1,1,0,0.00 ,0.00 ,21
248991053000171,2/14/18,5555.551,1,5,0,374.381,605.269,18
276465943000171,2/15/18,3836.221,1,5,0,0.00 ,10.486,19
306526466000164,2/6/18,14779.519,2,12,0,2611.595,3932.369,30
308033492000173,2/17/18,1400.706,1,1,0,384.860,1585.101,24
31432276000173,2/17/18,1611.736,1,1,0,3031.630,11566.415,30
315229949000175,2/20/18,1129.599,1,1,0,1403.472,2135.301,23
318009711000173,2/17/18,1977.131,2,2,0,402.220,918.568,23
320516672000171,2/15/18,2531.069,1,1,0,51.002,51.002,19
325031400000175,2/20/18,21539.479,2,22,0,20.979,20.979,19
330960677000164,2/6/18,2060.549,1,1,0,25.865,25.865,19
336123920000175,2/20/18,13434.941,2,22,0,2.079,86.009,20
342345639000164,2/6/18,4507.081,1,7,0,23.751,83.853,18
347299083000175,2/20/18,3155.405,1,1,0,114.009,146.874,17
374647985000175,2/20/18,18349.984,2,5,0,353.332,2309.027,24
38138060000164,2/6/18,5010.805,1,8,0,0.693,7.686,20
383737265000173,2/17/18,1380.678,1,1,0,186.739,386.792,20
395794244000164,2/6/18,10494.051,1,4,0,176.918,461.524,23
407500083000164,2/6/18,20682.437,2,20,0,150.416,435.113,25
410799299000164,2/6/18,12705.087,2,8,0,0.00 ,0.00 ,18
411043688000165,2/8/18,3033.084,1,4,0,109.137,509.243,23
418547653000173,2/17/18,2741.511,1,6,0,1806.602,3756.767,30
419571188000173,2/17/18,8798.957,2,12,1,0.00 ,27.972,22
465773308000164,2/7/18,5343.376,1,2,1,0.00 ,0.00 ,19
485220197000164,2/7/18,1166.627,1,4,0,0.00 ,0.693,18
489909152000164,2/7/18,2658.756,1,3,0,0.693,0.693,18
492437831000160,2/2/18,1892.44,1,10,0,1190.021,3270.680,30
530589388000160,2/2/18,12224.681,1,3,0,986.342,4623.458,29
534084274000164,2/7/18,532.781,1,1,0,0.00 ,39.858,20
554305023000164,2/7/18,6878.097,1,17,0,881.734,7158.991,30
555702109000164,2/7/18,6522.709,2,14,0,0.00 ,0.00 ,22
561949214000164,2/7/18,2933.129,1,1,0,6.993,41.944,19
564252628000175,2/20/18,3094.907,1,2,0,0.693,0.693,18
567344511000164,2/7/18,2501.221,1,1,0,140.623,1063.923,26
568744787000164,2/7/18,2740.981,1,1,0,189.434,1638.651,29
57850602000171,2/14/18,3748.728,1,8,0,0.00 ,330.869,27
594684305000173,2/18/18,492.619,1,1,0,1749.223,5836.250,30
610126522000173,2/18/18,518.665,1,1,0,815.766,4143.251,30
610675927000173,2/18/18,2288.041,1,2,0,2446.528,4807.838,30
61474478000164,2/6/18,8193.688,2,16,0,25.179,67.144,21
115853981000172,2/15/18,2670.67,1,1,0,66.465,172.081,24
182687988000173,2/17/18,991.184,1,1,0,13.993,60.151,21
198477730000172,2/16/18,1103.72,1,4,0,0.00 ,812.994,20
198795877000172,2/16/18,1363.861,1,4,0,203.602,691.222,21
370985118000172,2/16/18,3200.495,1,1,0,207.074,458.178,20
400486618000172,2/16/18,5038.744,2,10,0,18.179,477.813,23
458787924000172,2/16/18,8263.827,1,8,0,45.465,903.210,24
54989769000172,2/15/18,8542.615,2,12,0,230.111,781.403,22
574051092000172,2/16/18,1736.764,1,1,0,414.113,1842.841,25
574328559000172,2/16/18,12819.879,1,7,0,402.241,850.570,22
600917196000171,2/15/18,2413.741,1,1,0,49.672,917.182,25
608210661000172,2/17/18,6099.348,1,1,0,1901.893,5952.107,28
99156757000172,2/15/18,8269.165,2,2,0,158.046,385.420,21
109667963000179,2/25/18,6066.389,2,4,0,0.00 ,0.00 ,16
115853981000172,2/15/18,2456.343,1,1,0,66.465,172.081,24
127887634000168,2/10/18,12779.258,2,8,0,1294.538,6004.929,30
142827389000163,2/5/18,7719.328,1,8,0,0.693,0.693,20
146813287000172,2/16/18,2502.003,1,8,0,0.00 ,3093.153,27
164965910000166,2/8/18,826.594,1,1,0,0.00 ,0.00 ,15
182687988000173,2/17/18,2122.513,2,3,0,13.993,60.151,21
194279557000172,2/16/18,2933.294,1,1,0,79.023,155.953,19
196139949000172,2/16/18,8325.42,1,4,0,92.288,153.811,19
197731581000179,2/25/18,452.352,1,2,0,90.951,132.923,12
198795877000172,2/16/18,498.366,1,1,0,203.602,691.222,21
218107665000167,2/10/18,9320.182,1,7,0,17.493,17.493,15
268979704000178,2/24/18,4199.036,2,16,0,4231.325,8450.848,30
282478825000179,2/26/18,1156.799,1,2,0,59.465,69.951,21
28983492000161,2/3/18,19682.775,1,12,0,1141.210,1718.444,30
294120736000163,2/5/18,7025.51,1,15,0,2332.351,4164.965,25
305154954000179,2/26/18,988.304,1,1,0,1910.293,3898.888,27
30824302000163,2/4/18,1404.458,1,2,0,0.00 ,17.493,20
322251365000179,2/26/18,5943.557,1,1,0,784.413,5210.415,30
33135313000169,2/11/18,5733.96,2,2,0,0.00 ,10.479,18
362463934000174,2/18/18,4921.839,1,2,0,778.239,2223.991,25
370985118000172,2/16/18,8620.497,1,4,0,207.074,458.178,20
38155946000161,2/3/18,701.097,1,1,0,67.158,130.102,21
388009616000163,2/5/18,2860.763,1,5,0,141.162,418.831,21
400486618000172,2/16/18,1462.337,1,2,0,18.179,477.813,23
421220941000178,2/24/18,10800.018,1,1,0,207.795,684.929,25
431298165000172,2/16/18,5746.989,1,10,0,0.00 ,0.00 ,17
432235613000161,2/3/18,9820.509,1,6,0,608.692,2109.324,30
436954851000174,2/18/18,4585.032,1,3,0,9.758,149.604,22
456153505000161,2/3/18,628.773,1,2,0,0.00 ,759.276,28
458332025000178,2/24/18,7526.972,2,8,0,221.571,503.412,22
458787924000172,2/16/18,2621.154,1,2,0,45.465,903.210,24
467370796000179,2/26/18,4096.185,1,6,0,101.444,759.059,23
475371455000178,2/25/18,9440.728,1,3,0,0.00 ,125.944,22
478177364000178,2/25/18,6357.948,1,11,1,0.00 ,46.123,22
498654952000161,2/3/18,281.002,1,3,0,0.00 ,195.888,22
499681702000178,2/25/18,8962.555,1,6,0,931.896,1632.897,26
508163609000161,2/3/18,379.863,1,1,0,0.00 ,0.00 ,19
542346415000178,2/25/18,15206.217,2,26,0,10.486,45.437,20
572704605000172,2/16/18,3889.1,1,6,0,4.879,20.237,17
57322514000161,2/3/18,2873.194,1,6,0,0.00 ,0.00 ,17
574051092000172,2/16/18,10320.982,2,6,0,414.113,1842.841,25
581712783000179,2/26/18,6186.55,2,5,0,17.479,140.574,20
584760087000178,2/25/18,4525.134,1,3,0,4020.695,11063.500,30
60042185000173,2/17/18,2803.111,1,4,0,209.951,451.353,27
600591407000172,2/16/18,4905.823,1,12,0,147.644,917.329,22
608210661000172,2/17/18,7307.27,1,7,0,1901.893,5952.107,28
618851254000161,2/3/18,8964.877,2,7,0,1766.912,7753.382,30
647202598000161,2/3/18,7892.078,2,9,0,6.993,13.986,19
649667297000161,2/3/18,8332.018,1,4,0,116.095,398.685,22
7176193000172,2/15/18,7871.763,1,2,0,526.113,3061.093,26
77331618000172,2/15/18,1801.949,1,4,0,328.895,4024.629,23
80611124000161,2/3/18,11774.057,1,10,0,368.564,1933.407,25
103473723000166,2/8/18,3307.062,2,8,0,0.00 ,0.00 ,17
108290159000177,2/22/18,4219.673,2,7,0,789.033,6130.705,30
128311313000162,2/4/18,14237.529,2,8,0,45.479,125.944,22
1685885000163,2/4/18,6467.233,2,6,0,433.762,5513.165,30
180282563000177,2/22/18,2254.975,1,5,0,136.423,479.241,23
223772923000180,2/27/18,191.869,1,1,0,0.00 ,0.00 ,17
256385325000166,2/9/18,7979.758,2,12,0,304.409,2369.479,27
259021688000171,2/14/18,8793.174,1,12,0,381.283,1487.269,25
267766414000177,2/22/18,2732.362,1,3,0,0.00 ,0.00 ,22
273257432000171,2/15/18,10368.294,1,3,0,0.00 ,0.00 ,18
319521709000171,2/15/18,562.688,2,2,0,59.451,143.395,18
329734470000171,2/15/18,5915.161,1,11,0,0.693,0.693,21
34032528000177,2/22/18,3743.45,1,4,0,32.837,118.139,19
354226655000171,2/15/18,6551.467,1,3,0,49.665,186.774,20
373641000162,2/3/18,8420.17,2,4,0,6459.789,32285.694,30
374647985000175,2/20/18,1744.36,1,6,0,353.332,2309.027,24
400835201000162,2/4/18,3129.768,2,2,0,524.748,881.538,23
429365511000162,2/4/18,648.275,1,1,0,902.510,3881.087,26
544898132000177,2/23/18,6686.453,1,28,0,542.367,2239.293,26
57850602000171,2/14/18,8049.883,2,10,0,0.00 ,330.869,27
613998276000162,2/4/18,5781.656,1,5,0,42.574,138.383,22
616319749000177,2/24/18,2520.723,1,1,0,1208.459,2749.068,23
618064007000162,2/4/18,1858.073,1,1,0,17.486,174.958,22
648200275000162,2/4/18,3576.059,1,3,0,144.130,1340.556,26
77339015000162,2/4/18,1303.541,1,1,0,31.479,192.402,21
78503908000162,2/4/18,3452.617,2,4,0,3370.906,13649.328,30
82695673000166,2/8/18,1889.295,1,2,0,1340.213,5298.510,27
